sample,function,source,Time,Time .1,Token number,tape number,clause I,clause f,clause m,Label,cluster,cluster_color,is_real
"The teacher observed students talking during important lectures.Look, take notes diligently and ask questions later to show respect for the lesson material. The class excelled in their exams due to improved focus on lecture content.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach saw players using poor sportsmanship on the court.Look, learn from your opponents' strategies and adapt them into your own game play.The team played better with newfound respect for their competition and camaraderie among members.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The manager noticed employees not utilizing available resources for problem-solving.Look, seek help when you are stuck or don't know how to solve a task effectively.Employees grew stronger in both their technical skills and overall professional development.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw patients using incorrect techniques while practicing exercises at home.Look, follow the correct instructions provided by medical professionals for optimal results.Patients reported remarkable improvements with proper guidance on exercise methods.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The teacher observed students making loud noises during classroom discussions.Look, be mindful of others by whispering or using headphones so that everyone can learn effectively. The class excelled in their exams due to focused discussions led by polite and respectful interactions.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach saw players discussing non-basketball topics during team practice sessions.Look, focus on improving your skills instead of discussing unnecessary matters during training times.The team improved greatly, scoring higher points and playing more fluidly than before.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The manager noticed employees talking on the phone too often during work hours.Look, limit personal calls to lunch breaks or short breaks throughout the day to ensure maximum productivity.Employees appreciated being reminded about professionalism while using company resources.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw a patient ignoring his recommended exercise regimen for a heart condition. Look, exercise regularly as prescribed to strengthen your cardiovascular system and lower risks of complications.The patient lived an active life free from heart issues thanks to medical guidance on proper care.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The teacher saw students engaging in heated debates instead of productive discussions.Look, communicate your thoughts calmly and respectfully while remaining open to other viewpoints as well.The class learned valuable lessons on teamwork and conflict resolution during the lesson.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw a patient neglecting recommended diet changes for diabetes management. Look, follow the nutritional plan given by medical professionals to improve blood sugar levels and overall health.The patient discovered that healthy eating habits led to improved energy levels and less fatigue.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The nurse observed a patient arguing with other patients about their care or treatment plans in the ward.Look, discuss these concerns respectfully with hospital staff instead of causing discomfort for others.Patients appreciated being guided towards proper channels for addressing personal concerns.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players blaming teammates for mistakes made on the field during matches.Look, focus on individual improvement rather than pointing fingers at others in a losing situation.Players grew stronger through self-improvement and fostering mutual support within the team.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The manager noticed employees neglecting company policies to gain an unfair advantage over their peers.Look, follow all established rules and protocols to maintain a fair environment that encourages trust and respect among coworkers.Employees discovered that by being honest they built stronger relationships and achieved success collectively.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw a patient ignoring medications prescribed for mental health treatment. Look, take your prescribed medications as directed and follow up with your healthcare provider if you experience any issues or side effects. The patient found stability in their emotional well-being after adhering to the medication regimen.",DIR,,,,,,,,,L,0,tab10_color_0,False
